Year,State,CPI,Minimum_Wage_State,Minimum_Wage_Federal,Unemployment%_state,GDP_perCap,Inflation_rate,Federal_Interest_Rate,Unemployment_Rate_Federal,Real_GDP_%Change,LFPR,Poverty_Rate
1985,Pennsylvania,107.6,3.35,3.35,8.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Rhode Island,107.6,3.35,3.35,4.9,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,South Carolina,107.6,3.35,3.35,6.4,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,South Dakota,107.6,3.35,3.35,4.6,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Tennessee,107.6,3.35,3.35,8.0,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Texas,107.6,3.35,3.35,6.4,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Utah,107.6,3.35,3.35,6.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Vermont,107.6,3.35,3.35,4.5,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Virginia,107.6,3.35,3.35,5.3,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Washington,107.6,3.35,3.35,8.7,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,West Virginia,107.6,3.35,3.35,14.2,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Wisconsin,107.6,3.35,3.35,7.1,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1985,Wyoming,107.6,3.35,3.35,6.5,18236.82773,3.8,8.35,7.3,4.0,81.3,13.602
1986,Alabama,109.6,3.35,3.35,9.4,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Alaska,109.6,3.85,3.35,10.4,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Arizona,109.6,3.35,3.35,6.4,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Arkansas,109.6,3.35,3.35,8.5,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,California,109.6,3.35,3.35,6.9,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Colorado,109.6,3.35,3.35,6.5,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Connecticut,109.6,3.37,3.35,3.9,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Delaware,109.6,3.35,3.35,4.5,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,District of Columbia,109.6,3.35,3.35,7.2,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Florida,109.6,3.35,3.35,5.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Georgia,109.6,3.35,3.35,5.9,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Hawaii,109.6,3.35,3.35,5.1,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Idaho,109.6,3.35,3.35,8.1,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Illinois,109.6,3.35,3.35,8.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Indiana,109.6,3.35,3.35,6.9,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Iowa,109.6,3.35,3.35,7.2,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Kansas,109.6,3.35,3.35,5.3,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Kentucky,109.6,3.35,3.35,9.4,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Louisiana,109.6,3.35,3.35,11.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Maine,109.6,3.35,3.35,5.3,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Maryland,109.6,3.35,3.35,4.4,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Massachusetts,109.6,3.35,3.35,4.0,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Michigan,109.6,3.35,3.35,9.0,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Minnesota,109.6,3.35,3.35,6.0,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Mississippi,109.6,3.35,3.35,10.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Missouri,109.6,3.35,3.35,6.2,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Montana,109.6,3.35,3.35,7.9,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Nebraska,109.6,3.35,3.35,5.2,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Nevada,109.6,3.35,3.35,6.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,New Hampshire,109.6,3.35,3.35,3.0,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,New Jersey,109.6,3.35,3.35,5.5,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,New Mexico,109.6,3.35,3.35,8.7,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,New York,109.6,3.35,3.35,6.5,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,North Carolina,109.6,3.35,3.35,5.0,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,North Dakota,109.6,3.35,3.35,5.6,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Ohio,109.6,3.35,3.35,8.5,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Oklahoma,109.6,3.35,3.35,7.4,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Oregon,109.6,3.35,3.35,8.4,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Pennsylvania,109.6,3.35,3.35,7.5,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Rhode Island,109.6,3.35,3.35,3.9,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,South Carolina,109.6,3.35,3.35,6.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,South Dakota,109.6,3.35,3.35,4.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Tennessee,109.6,3.35,3.35,7.9,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Texas,109.6,3.35,3.35,7.6,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Utah,109.6,3.35,3.35,5.7,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Vermont,109.6,3.35,3.35,4.3,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Virginia,109.6,3.35,3.35,5.1,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Washington,109.6,3.35,3.35,7.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,West Virginia,109.6,3.35,3.35,12.1,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Wisconsin,109.6,3.35,3.35,7.0,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1986,Wyoming,109.6,3.35,3.35,7.8,19071.22719,1.1,8.14,6.7,3.8,81.7,13.221999999999998
1987,Alabama,113.6,3.35,3.35,9.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Alaska,113.6,3.85,3.35,10.9,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Arizona,113.6,3.35,3.35,7.3,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Arkansas,113.6,3.35,3.35,8.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,California,113.6,3.35,3.35,6.4,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Colorado,113.6,3.35,3.35,8.4,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Connecticut,113.6,3.37,3.35,3.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Delaware,113.6,3.35,3.35,3.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,District of Columbia,113.6,3.35,3.35,7.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Florida,113.6,3.35,3.35,5.7,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Georgia,113.6,3.35,3.35,5.7,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Hawaii,113.6,3.35,3.35,4.0,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Idaho,113.6,3.35,3.35,8.3,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Illinois,113.6,3.35,3.35,7.8,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Indiana,113.6,3.35,3.35,6.6,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Iowa,113.6,3.35,3.35,6.0,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Kansas,113.6,3.35,3.35,5.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Kentucky,113.6,3.35,3.35,9.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Louisiana,113.6,3.35,3.35,12.6,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Maine,113.6,3.35,3.35,4.9,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Maryland,113.6,3.35,3.35,4.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Massachusetts,113.6,3.35,3.35,3.8,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Michigan,113.6,3.35,3.35,8.4,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Minnesota,113.6,3.35,3.35,5.3,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Mississippi,113.6,3.35,3.35,11.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Missouri,113.6,3.35,3.35,6.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Montana,113.6,3.35,3.35,7.8,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Nebraska,113.6,3.35,3.35,4.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Nevada,113.6,3.35,3.35,6.3,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,New Hampshire,113.6,3.35,3.35,2.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,New Jersey,113.6,3.35,3.35,4.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,New Mexico,113.6,3.35,3.35,9.4,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,New York,113.6,3.35,3.35,5.3,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,North Carolina,113.6,3.35,3.35,5.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,North Dakota,113.6,3.35,3.35,5.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Ohio,113.6,3.35,3.35,8.0,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Oklahoma,113.6,3.35,3.35,7.9,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Oregon,113.6,3.35,3.35,6.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Pennsylvania,113.6,3.35,3.35,6.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Rhode Island,113.6,3.35,3.35,4.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,South Carolina,113.6,3.35,3.35,6.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,South Dakota,113.6,3.35,3.35,4.4,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Tennessee,113.6,3.35,3.35,7.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Texas,113.6,3.35,3.35,9.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Utah,113.6,3.35,3.35,6.7,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Vermont,113.6,3.35,3.35,4.2,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Virginia,113.6,3.35,3.35,4.8,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Washington,113.6,3.35,3.35,8.0,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,West Virginia,113.6,3.35,3.35,11.5,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Wisconsin,113.6,3.35,3.35,6.3,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1987,Wyoming,113.6,3.35,3.35,9.1,20038.9411,4.4,6.43,6.6,2.8,82.2,13.076
1988,Alabama,118.3,3.35,3.35,7.4,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Alaska,118.3,3.85,3.35,9.2,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Arizona,118.3,3.35,3.35,6.3,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Arkansas,118.3,3.35,3.35,7.9,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,California,118.3,3.35,3.35,5.4,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Colorado,118.3,3.35,3.35,6.9,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Connecticut,118.3,3.75,3.35,2.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Delaware,118.3,3.35,3.35,3.1,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,District of Columbia,118.3,3.5,3.35,5.5,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Florida,118.3,3.35,3.35,5.2,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Georgia,118.3,3.35,3.35,5.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Hawaii,118.3,3.85,3.35,3.2,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Idaho,118.3,3.35,3.35,6.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Illinois,118.3,3.35,3.35,7.1,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Indiana,118.3,3.35,3.35,5.3,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Iowa,118.3,3.35,3.35,4.9,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Kansas,118.3,3.35,3.35,4.5,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Kentucky,118.3,3.35,3.35,7.7,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Louisiana,118.3,3.35,3.35,11.2,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Maine,118.3,3.65,3.35,3.7,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Maryland,118.3,3.35,3.35,4.3,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Massachusetts,118.3,3.65,3.35,3.2,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Michigan,118.3,3.35,3.35,8.3,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Minnesota,118.3,3.55,3.35,4.5,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Mississippi,118.3,3.35,3.35,8.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Missouri,118.3,3.35,3.35,5.6,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Montana,118.3,3.35,3.35,7.1,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Nebraska,118.3,3.35,3.35,3.7,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Nevada,118.3,3.35,3.35,5.7,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,New Hampshire,118.3,3.55,3.35,2.3,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,New Jersey,118.3,3.35,3.35,3.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,New Mexico,118.3,3.35,3.35,8.4,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,New York,118.3,3.35,3.35,4.3,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,North Carolina,118.3,3.35,3.35,4.0,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,North Dakota,118.3,3.35,3.35,4.7,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Ohio,118.3,3.35,3.35,6.4,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Oklahoma,118.3,3.35,3.35,6.6,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Oregon,118.3,3.35,3.35,6.0,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Pennsylvania,118.3,3.35,3.35,5.4,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Rhode Island,118.3,3.65,3.35,3.1,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,South Carolina,118.3,3.35,3.35,5.0,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,South Dakota,118.3,3.35,3.35,4.3,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Tennessee,118.3,3.35,3.35,5.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Texas,118.3,3.35,3.35,7.9,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Utah,118.3,3.35,3.35,5.5,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Vermont,118.3,3.55,3.35,3.1,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Virginia,118.3,3.35,3.35,3.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Washington,118.3,3.35,3.35,6.7,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,West Virginia,118.3,3.35,3.35,10.4,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Wisconsin,118.3,3.35,3.35,4.9,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1988,Wyoming,118.3,3.35,3.35,6.8,21417.01193,4.4,6.83,5.7,2.3,82.6,12.75
1989,Alabama,124.0,3.35,3.35,7.2,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Alaska,124.0,3.85,3.35,7.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Arizona,124.0,3.35,3.35,5.8,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Arkansas,124.0,3.35,3.35,7.3,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,California,124.0,3.35,3.35,5.0,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Colorado,124.0,3.35,3.35,5.8,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Connecticut,124.0,3.75,3.35,3.0,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Delaware,124.0,3.35,3.35,3.0,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,District of Columbia,124.0,3.5,3.35,4.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Florida,124.0,3.35,3.35,5.4,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Georgia,124.0,3.35,3.35,5.4,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Hawaii,124.0,3.85,3.35,2.8,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Idaho,124.0,3.35,3.35,5.6,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Illinois,124.0,3.35,3.35,6.1,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Indiana,124.0,3.35,3.35,4.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Iowa,124.0,3.35,3.35,4.3,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Kansas,124.0,3.35,3.35,4.3,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Kentucky,124.0,3.35,3.35,6.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Louisiana,124.0,3.35,3.35,9.6,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Maine,124.0,3.65,3.35,3.4,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Maryland,124.0,3.35,3.35,3.8,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Massachusetts,124.0,3.65,3.35,3.5,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Michigan,124.0,3.35,3.35,6.8,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Minnesota,124.0,3.55,3.35,4.2,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Mississippi,124.0,3.35,3.35,8.5,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Missouri,124.0,3.35,3.35,5.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Montana,124.0,3.35,3.35,6.0,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Nebraska,124.0,3.35,3.35,3.0,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Nevada,124.0,3.35,3.35,4.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,New Hampshire,124.0,3.55,3.35,2.5,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,New Jersey,124.0,3.35,3.35,3.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,New Mexico,124.0,3.35,3.35,6.7,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,New York,124.0,3.35,3.35,4.5,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,North Carolina,124.0,3.35,3.35,3.5,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,North Dakota,124.0,3.35,3.35,4.4,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Ohio,124.0,3.35,3.35,5.4,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Oklahoma,124.0,3.35,3.35,6.0,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Oregon,124.0,3.35,3.35,5.4,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Pennsylvania,124.0,3.35,3.35,4.8,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Rhode Island,124.0,3.65,3.35,3.1,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,South Carolina,124.0,3.35,3.35,4.3,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,South Dakota,124.0,3.35,3.35,3.9,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Tennessee,124.0,3.35,3.35,5.4,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Texas,124.0,3.35,3.35,6.9,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Utah,124.0,3.35,3.35,4.6,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Vermont,124.0,3.55,3.35,3.2,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Virginia,124.0,3.35,3.35,3.8,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Washington,124.0,3.35,3.35,5.9,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,West Virginia,124.0,3.35,3.35,9.2,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Wisconsin,124.0,3.35,3.35,4.1,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1989,Wyoming,124.0,3.35,3.35,6.2,22857.15443,4.6,9.12,5.4,4.1,83.5,12.483999999999998
1990,Alabama,130.7,3.35,3.35,6.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Alaska,130.7,3.85,3.35,7.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Arizona,130.7,3.35,3.35,5.0,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Arkansas,130.7,3.35,3.35,6.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,California,130.7,3.35,3.35,5.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Colorado,130.7,3.35,3.35,5.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Connecticut,130.7,3.75,3.35,4.3,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Delaware,130.7,3.35,3.35,3.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,District of Columbia,130.7,3.5,3.35,5.1,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Florida,130.7,3.35,3.35,5.8,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Georgia,130.7,3.35,3.35,5.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Hawaii,130.7,3.85,3.35,2.6,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Idaho,130.7,3.35,3.35,5.3,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Illinois,130.7,3.35,3.35,6.3,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Indiana,130.7,3.35,3.35,5.1,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Iowa,130.7,3.35,3.35,4.4,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Kansas,130.7,3.35,3.35,4.1,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Kentucky,130.7,3.35,3.35,5.8,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Louisiana,130.7,3.35,3.35,6.1,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Maine,130.7,3.65,3.35,4.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Maryland,130.7,3.35,3.35,3.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Massachusetts,130.7,3.65,3.35,5.3,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Michigan,130.7,3.35,3.35,7.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Minnesota,130.7,3.55,3.35,4.6,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Mississippi,130.7,3.35,3.35,7.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Missouri,130.7,3.35,3.35,5.6,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Montana,130.7,3.35,3.35,5.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Nebraska,130.7,3.35,3.35,2.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Nevada,130.7,3.35,3.35,4.4,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,New Hampshire,130.7,3.55,3.35,4.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
